,Borough,Neighborhood,Building_Class_Category,Tax Class At Present,Block,Lot,Ease-Ment,Building Class At Present,address,Apartment Number,Zip Code,Residential_Units,Commercial_Units,Total Units,Land_Square_Feet,Gross Square Feet,Year Built,Tax_Class_At_Time_Of_Sale,Building_Class_At_Time_Of_Sale,Sale_Price,sale date,latitude,longitude
25959,4,ST. ALBANS,01 ONE FAMILY DWELLINGS,1,12632,64,,A1,118-12 203 STREET,,11412,1,0,1,"2,100","1,204",1920,1,A1,640000,4/20/2022,40.6938537,-73.7487433
25970,4,ST. ALBANS,01 ONE FAMILY DWELLINGS,1,12642,24,,A1,118-16 SPRINGFIELD BLVD,,11411,1,0,1,"3,739","1,280",1930,1,A1,0,5/3/2022,40.6940864,-73.7446855
25990,4,ST. ALBANS,02 TWO FAMILY DWELLINGS,1,10276,23,,B3,110-14 178 STREET,,11433,2,0,2,"3,741","2,016",1955,1,B3,0,9/7/2022,40.6980475,-73.7765541
25996,4,ST. ALBANS,02 TWO FAMILY DWELLINGS,1,10382,32,,B3,187-11 DUNKIRK DRIVE,,11412,2,0,2,"3,999","1,714",1940,1,B3,0,6/10/2022,40.692891,-73.7646389
25997,4,ST. ALBANS,02 TWO FAMILY DWELLINGS,1,10385,55,,B1,116-08 FARMERS BOULEVARD,,11412,2,0,2,"2,295","1,680",1930,1,B1,870000,4/14/2022,40.6935703,-73.7626423
26001,4,ST. ALBANS,02 TWO FAMILY DWELLINGS,1,10399,14,,B1,187-29 TIOGA DRIVE,,11412,2,0,2,"4,000","1,208",1950,1,B1,830000,4/11/2022,40.6945593,-73.7657509
26002,4,ST. ALBANS,02 TWO FAMILY DWELLINGS,1,10403,13,,B3,188-31 DORMANS ROAD,,11412,2,0,2,"3,999","1,910",1920,1,B3,605223,12/2/2022,40.6966062,-73.7654011
26003,4,ST. ALBANS,02 TWO FAMILY DWELLINGS,1,10419,22,,B3,187-06 MANGIN AVENUE,,11412,2,0,2,"3,000","1,346",1920,1,B3,0,2/22/2022,40.697854,-73.767575
26004,4,ST. ALBANS,02 TWO FAMILY DWELLINGS,1,10421,1,,B3,188-35 MURDOCK AVENUE,,11412,2,0,2,"4,649","2,173",1920,1,B3,0,7/18/2022,40.6976689,-73.765603
26006,4,ST. ALBANS,02 TWO FAMILY DWELLINGS,1,10425,24,,B3,187-40 ILION AVENUE,,11412,2,0,2,"3,999","1,411",1930,1,B3,0,1/26/2023,40.70064,-73.7675797
26008,4,ST. ALBANS,02 TWO FAMILY DWELLINGS,1,10434,35,,B3,109-15 RYE PLACE,,11412,2,0,2,"3,500","1,820",1930,1,B3,0,4/5/2022,40.7024366,-73.7683272
26009,4,ST. ALBANS,02 TWO FAMILY DWELLINGS,1,10434,37,,B3,109-11 RYE PLACE,,11412,2,0,2,"3,500","1,870",1940,1,B3,892000,6/17/2022,40.7024862,-73.7684352
26010,4,ST. ALBANS,02 TWO FAMILY DWELLINGS,1,10434,94,,B3,187-10 BRINKERHOFF AVENUE,,11412,2,0,2,"3,417","1,254",1945,1,B3,700000,4/18/2022,40.7027116,-73.7686148
26011,4,ST. ALBANS,02 TWO FAMILY DWELLINGS,1,10440,9,,B3,189-18 KEESEVILLE AVENUE,,11412,2,0,2,"3,000","1,570",1930,1,B3,0,1/19/2023,40.7002496,-73.7645552
26019,4,ST. ALBANS,02 TWO FAMILY DWELLINGS,1,10947,3,,B1,110-17 FRANCIS LEWIS BLVD,,11429,2,0,2,"2,000","2,000",1920,1,B1,0,5/26/2022,40.7059477,-73.7502306
26029,4,ST. ALBANS,02 TWO FAMILY DWELLINGS,1,10990,38,,B3,194-55 MURDOCK AVENUE,,11412,2,0,2,"3,000","1,256",1930,1,B3,720000,5/31/2022,40.6992189,-73.7585902
26036,4,ST. ALBANS,02 TWO FAMILY DWELLINGS,1,11010,11,,B3,194-12 MURDOCK AVENUE,,11412,2,0,2,"3,000","1,532",1920,1,B3,663000,4/19/2022,40.6983983,-73.759942
26039,4,ST. ALBANS,02 TWO FAMILY DWELLINGS,1,11011,39,,B3,114-42 196 STREET,,11412,2,0,2,"1,996","1,618",1950,1,B3,10,6/21/2022,40.697848,-73.7579785
26043,4,ST. ALBANS,02 TWO FAMILY DWELLINGS,1,11019,138,,B3,202-08 MURDOCK AVENUE,,11412,2,0,2,"3,999","1,703",1945,1,B3,400000,9/15/2022,40.7003203,-73.7524769
26047,4,ST. ALBANS,02 TWO FAMILY DWELLINGS,1,11022,84,,B1,114-14 FRANCIS LEWIS BLVD,,11411,2,0,2,"2,063","1,505",1945,1,B1,665000,12/29/2022,40.7010451,-73.7487811
26052,4,ST. ALBANS,02 TWO FAMILY DWELLINGS,1,11034,20,,B3,194-26 115 AVENUE,,11412,2,0,2,"2,850","1,670",1920,1,B3,950000,6/7/2022,40.6965341,-73.758416
26064,4,ST. ALBANS,02 TWO FAMILY DWELLINGS,1,11047,25,,B1,115-36 FRANCIS LEWIS BLVD,,11411,2,0,2,"2,950","2,088",1940,1,B1,650000,6/2/2022,40.698435,-73.7476044
26067,4,ST. ALBANS,02 TWO FAMILY DWELLINGS,1,11055,24,,B1,209-18 NASHVILLE BOULEVARD,,11411,2,0,2,"4,599","2,580",1945,1,B1,1075000,1/4/2023,40.6985386,-73.7435468
26068,4,ST. ALBANS,02 TWO FAMILY DWELLINGS,1,11059,22,,S2,189-31 LINDEN BOULEVARD,,11412,2,1,3,"1,703","2,640",1920,1,S2,0,7/7/2022,40.6921487,-73.7614105
26073,4,ST. ALBANS,02 TWO FAMILY DWELLINGS,1,11071,5,,S2,199-23 LINDEN BOULEVARD,,11412,2,1,3,"2,031","2,800",1931,1,S2,600000,1/13/2023,40.6945787,-73.7527145
26074,4,ST. ALBANS,02 TWO FAMILY DWELLINGS,1,11079,17,,B1,116-09 FRANCIS LEWIS BLVD,,11411,2,0,2,"2,500","1,800",1970,1,B1,700000,5/24/2022,40.6972519,-73.7463178
26088,4,ST. ALBANS,02 TWO FAMILY DWELLINGS,1,12448,56,,B3,118-16 FARMERS BOULEVARD,,11412,2,0,2,"3,483","2,088",1920,1,B3,450000,9/22/2022,40.6897712,-73.7624503
26089,4,ST. ALBANS,02 TWO FAMILY DWELLINGS,1,12450,50,,B3,119-12 FARMERS BOULEVARD,,11412,2,0,2,"4,529","2,330",1920,1,B3,880000,8/5/2022,40.6878162,-73.76214
26090,4,ST. ALBANS,02 TWO FAMILY DWELLINGS,1,12454,237,,B2,187-08 119 ROAD,,11412,2,0,2,"4,065","1,521",1945,1,B2,930000,2/17/2022,40.6872743,-73.7628919
26097,4,ST. ALBANS,02 TWO FAMILY DWELLINGS,1,12600,11,,B2,189-20 117TH ROAD,,11412,2,0,2,"3,642","2,166",2022,1,B2,1120075,10/20/2022,40.6909412,-73.7614689
26098,4,ST. ALBANS,02 TWO FAMILY DWELLINGS,1,12600,12,,B3,189-22 117TH ROAD,,11412,2,0,2,"3,307","1,960",1920,1,B3,998000,10/20/2022,40.6909739,-73.7613498
26101,4,ST. ALBANS,02 TWO FAMILY DWELLINGS,1,12603,44,,S2,118-65 FARMERS BOULEVARD,,11412,2,1,3,"3,795","3,742",1930,1,S2,965000,2/9/2022,40.6884767,-73.7616436
26106,4,ST. ALBANS,02 TWO FAMILY DWELLINGS,1,12609,40,,B3,117-19 192 STREET,,11412,2,0,2,"3,699","1,393",1935,1,B3,15000,10/31/2022,40.6919403,-73.7588726
26112,4,ST. ALBANS,02 TWO FAMILY DWELLINGS,1,12630,39,,B3,118-57 201 STREET,,11412,2,0,2,"3,999","1,256",1950,1,B3,10,7/15/2022,40.6921031,-73.7502536
26118,4,ST. ALBANS,02 TWO FAMILY DWELLINGS,1,12644,53,,B2,188-08 119 ROAD,,11412,2,0,2,"2,801","1,880",2007,1,B2,0,11/14/2022,40.6872789,-73.7611142
26129,4,ST. ALBANS,02 TWO FAMILY DWELLINGS,1,12663,37,,B2,203-11 120 AVENUE,,11412,2,0,2,"3,880","2,200",1965,1,B2,10,9/28/2022,40.6915981,-73.746498
26144,4,ST. ALBANS,22 STORE BUILDINGS,4,11079,1,,K1,206-09 LINDEN BOULEVARD,,11411,1,1,2,"20,950","9,797",2002,4,K1,5900000,6/28/2022,40.6964987,-73.745787
26155,4,SUNNYSIDE,01 ONE FAMILY DWELLINGS,1,156,27,,S1,45-16 SKILLMAN AVENUE,,11104,1,1,2,"1,842","2,268",1930,1,S1,0,12/30/2022,40.746362,-73.9183653
26171,4,SUNNYSIDE,02 TWO FAMILY DWELLINGS,1,134,27,,S2,49-06 SKILLMAN AVENUE,,11377,2,1,3,"1,900","2,556",1930,1,S2,1500000,11/3/2022,40.7459671,-73.9149878
26184,4,SUNNYSIDE,02 TWO FAMILY DWELLINGS,1,161,47,,S2,44-09 QUEENS BOULEVARD,,11104,2,1,3,"1,565","2,910",1930,1,S2,3900000,2/15/2022,40.7437145,-73.920043
26185,4,SUNNYSIDE,02 TWO FAMILY DWELLINGS,1,161,48,,S2,44-07 QUEENS BOULEVARD,,11104,2,1,3,"1,565","3,018",1930,1,S2,3900000,2/15/2022,40.7437228,-73.920108
26186,4,SUNNYSIDE,02 TWO FAMILY DWELLINGS,1,161,49,,S2,44-05 QUEENS BOULEVARD,,11104,2,1,3,"1,614","3,940",1930,1,S2,1,6/9/2022,40.7437476,-73.9201873
26219,4,SUNNYSIDE,02 TWO FAMILY DWELLINGS,1,2288,61,,B1,48-56 45 STREET,,11377,2,0,2,"2,000","1,632",1940,1,B1,0,2/6/2022,40.7378634,-73.9209955
26239,4,SUNNYSIDE,06 TAX CLASS 1 - OTHER,1,142,275,,G0,44-01 BARNETT AVENUE,,11104,0,0,0,720,0,1950,1,G0,0,4/11/2022,40.7495438,-73.9191662
26240,4,SUNNYSIDE,06 TAX CLASS 1 - OTHER,1,142,284,,G0,43-15 BARNETT AVENUE,,11104,0,0,0,665,0,1950,1,G0,202800,5/12/2022,40.7494262,-73.9197799
26400,4,SUNNYSIDE,22 STORE BUILDINGS,4,188,43,,K1,41-17 QUEENS BOULEVARD,,11104,0,5,5,"10,000","9,500",1930,4,K1,10380000,5/31/2022,40.7440347,-73.9226085
26401,4,SUNNYSIDE,22 STORE BUILDINGS,4,2281,25,,K1,48-02 QUEENS BOULEVARD,,11104,0,2,2,"19,000","13,300",1929,4,K1,10900000,12/9/2022,40.7424878,-73.9164466
26405,4,SUNNYSIDE,31 COMMERCIAL VACANT LAND,4,164,11,,V1,45-02 QUEENS BOULEVARD,,11104,0,0,0,"13,035",0,,4,V1,11000000,3/29/2022,40.7428165,-73.9193909
26414,4,WHITESTONE,01 ONE FAMILY DWELLINGS,1,4250,6,,A9,24-24 PARSONS BOULEVARD,,11357,1,0,1,"5,198","2,072",1930,1,A9,1100000,9/19/2022,40.7770316,-73.824621
26415,4,WHITESTONE,01 ONE FAMILY DWELLINGS,1,4416,7,,A7,3 POINT CRESCENT,,11357,1,0,1,"16,102","7,500",1995,1,A7,4000000,2/22/2022,40.7911871,-73.8307556
26416,4,WHITESTONE,01 ONE FAMILY DWELLINGS,1,4420,24,,S1,7-28 POINT CRESCENT,,11357,1,1,2,"17,408","3,000",1955,1,S1,0,5/17/2022,40.7901312,-73.8313109
26424,4,WHITESTONE,01 ONE FAMILY DWELLINGS,1,4430,26,,A1,28 BOULEVARD,,11357,1,0,1,"14,300","3,907",1920,1,A1,2375000,2/17/2022,40.791675,-73.828407
26425,4,WHITESTONE,01 ONE FAMILY DWELLINGS,1,4430,42,,A1,75 MALBA DRIVE,,11357,1,0,1,"12,921","3,114",1920,1,A1,2300000,7/1/2022,40.7915449,-73.8276886
26426,4,WHITESTONE,01 ONE FAMILY DWELLINGS,1,4431,33,,A1,67 MALBA DRIVE,,11357,1,0,1,"11,373","2,620",1925,1,A1,0,3/23/2022,40.7910722,-73.8272745
26427,4,WHITESTONE,01 ONE FAMILY DWELLINGS,1,4431,45,,A1,27 CENTER DRIVE MALBA,,11357,1,0,1,"6,522","2,480",1925,1,A1,1190000,10/31/2022,40.7905623,-73.8276912
26428,4,WHITESTONE,01 ONE FAMILY DWELLINGS,1,4432,14,,A3,30 CENTER DRIVE,,11357,1,0,1,"8,486","4,094",2014,1,A3,3850000,3/24/2022,40.7900517,-73.8276708
26429,4,WHITESTONE,01 ONE FAMILY DWELLINGS,1,4433,34,,A2,141-68 SOUTH DRIVE,,11357,1,0,1,"3,935","1,638",1960,1,A2,1210000,10/7/2022,40.7894241,-73.8264482
26433,4,WHITESTONE,01 ONE FAMILY DWELLINGS,1,4438,3,,A2,2-18 PARSONS BOULEVARD,,11357,1,0,1,"9,719","2,560",1970,1,A2,2500000,1/27/2023,40.7955536,-73.826797
26437,4,WHITESTONE,01 ONE FAMILY DWELLINGS,1,4442,34,,A1,2 CENTER DRIVE,,11357,1,0,1,"7,906","2,232",1930,1,A1,0,4/1/2022,40.7904939,-73.8242317
26440,4,WHITESTONE,01 ONE FAMILY DWELLINGS,1,4452,48,,A1,145-63 5 AVENUE,,11357,1,0,1,"4,142","1,650",1950,1,A1,1050000,5/19/2022,40.7949249,-73.8231004
26447,4,WHITESTONE,01 ONE FAMILY DWELLINGS,1,4457,71,,A0,145-49 9 AVENUE,,11357,1,0,1,"4,880","1,368",1945,1,A0,0,5/24/2022,40.7918058,-73.82239
26448,4,WHITESTONE,01 ONE FAMILY DWELLINGS,1,4458,38,,A5,145-76 9 AVENUE,,11357,1,0,1,"2,600","1,266",1950,1,A5,0,7/8/2022,40.791579,-73.8212566
26451,4,WHITESTONE,01 ONE FAMILY DWELLINGS,1,4462,85,,A1,13-35 PARSONS BOULEVARD,,11357,1,0,1,"3,999","1,932",1940,1,A1,0,7/21/2022,40.7878178,-73.8224476
26468,4,WHITESTONE,01 ONE FAMILY DWELLINGS,1,4473,56,,A2,147-14 5 AVENUE,,11357,1,0,1,"4,999","1,175",1945,1,A2,995000,9/22/2022,40.794821,-73.8215549
26469,4,WHITESTONE,01 ONE FAMILY DWELLINGS,1,4474,14,,A2,147-71 7 AVENUE,,11357,1,0,1,"4,040","1,150",1950,1,A2,945000,3/15/2022,40.7943806,-73.8190027
26471,4,WHITESTONE,01 ONE FAMILY DWELLINGS,1,4474,84,,A2,147-64 6 AVENUE,,11357,1,0,1,"4,040","1,150",1950,1,A2,1145000,12/23/2022,40.7945652,-73.8194464
26473,4,WHITESTONE,01 ONE FAMILY DWELLINGS,1,4474,178,,A2,147-52 6 AVENUE,,11357,1,0,1,"4,040","1,150",1950,1,A2,0,4/13/2022,40.7944698,-73.8198548
26477,4,WHITESTONE,01 ONE FAMILY DWELLINGS,1,4476,14,,A1,147-36 8 AVENUE,,11357,1,0,1,"4,920","2,314",1955,1,A1,1525000,3/18/2022,40.7928115,-73.8195776
26479,4,WHITESTONE,01 ONE FAMILY DWELLINGS,1,4479,62,,A1,148-20 9 AVENUE,,11357,1,0,1,"4,000","2,525",1925,1,A1,1368000,3/15/2022,40.7923395,-73.8179103
26486,4,WHITESTONE,01 ONE FAMILY DWELLINGS,1,4487,28,,A1,149-51 POWELLS COVE BLVD,,11357,1,0,1,"8,329","2,632",1950,1,A1,0,1/13/2023,40.8004825,-73.8192534
26487,4,WHITESTONE,01 ONE FAMILY DWELLINGS,1,4487,72,,A3,150-81 POWELLS COVE BLVD,,11357,1,0,1,"5,339","2,310",2004,1,A3,3200000,1/19/2023,40.7991281,-73.816689
26488,4,WHITESTONE,01 ONE FAMILY DWELLINGS,1,4487,92,,A3,150-117 POWELLS COVE BLVD,,11357,1,0,1,"6,690","2,243",2004,1,A3,2100000,9/20/2022,40.7978073,-73.8146376
26494,4,WHITESTONE,01 ONE FAMILY DWELLINGS,1,4496,14,,A2,149-20 5 AVENUE,,11357,1,0,1,"3,999","1,197",1955,1,A2,0,9/22/2022,40.7956144,-73.8181361
26495,4,WHITESTONE,01 ONE FAMILY DWELLINGS,1,4496,14,,A2,149-20 5 AVENUE,,11357,1,0,1,"3,999","1,197",1955,1,A2,1130000,11/10/2022,40.7956144,-73.8181361
26496,4,WHITESTONE,01 ONE FAMILY DWELLINGS,1,4496,19,,A1,149-28 5 AVENUE,,11357,1,0,1,"4,000","1,996",1955,1,A1,1640000,3/25/2022,40.7956798,-73.8178579
26497,4,WHITESTONE,01 ONE FAMILY DWELLINGS,1,4497,34,,A1,149-31 7 AVENUE,,11357,1,0,1,"3,999","1,250",1940,1,A1,995000,6/21/2022,40.7948222,-73.8170404
26498,4,WHITESTONE,01 ONE FAMILY DWELLINGS,1,4498,1,,A1,149-04 7 AVENUE,,11357,1,0,1,"4,299","2,451",2005,1,A1,0,8/8/2022,40.7941236,-73.817873
26500,4,WHITESTONE,01 ONE FAMILY DWELLINGS,1,4501,26,,A1,9-08 150 STREET,,11357,1,0,1,"3,741","2,102",1910,1,A1,910000,11/17/2022,40.792723,-73.8156666
26502,4,WHITESTONE,01 ONE FAMILY DWELLINGS,1,4502,21,,A1,149-28 10 AVENUE,,11357,1,0,1,"6,701","3,175",1992,1,A1,1600000,10/24/2022,40.7919496,-73.8160371
26507,4,WHITESTONE,01 ONE FAMILY DWELLINGS,1,4507,37,,A1,150-102 POWELLS COVE BLVD,,11357,1,0,1,"4,334","3,180",2002,1,A1,1560000,7/26/2022,40.7976805,-73.8160068
26516,4,WHITESTONE,01 ONE FAMILY DWELLINGS,1,4510,12,,A1,150-34 6 AVENUE,,11357,1,0,1,"5,000","2,328",1960,1,A1,1730000,3/28/2022,40.7961155,-73.8156897
26517,4,WHITESTONE,01 ONE FAMILY DWELLINGS,1,4510,17,,A2,6-14 150 PLACE,,11357,1,0,1,"4,960","1,144",1960,1,A2,950000,12/20/2022,40.795871,-73.8155603
26518,4,WHITESTONE,01 ONE FAMILY DWELLINGS,1,4512,33,,A0,7-20 CLINTONVILLE STREET,,11357,1,0,1,"3,496","1,702",1945,1,A0,950000,10/17/2022,40.7946277,-73.8138988
26519,4,WHITESTONE,01 ONE FAMILY DWELLINGS,1,4513,34,,A1,8-14 CLINTONVILLE STREET,,11357,1,0,1,"2,500","1,320",1960,1,A1,870000,5/6/2022,40.7939549,-73.8136624
26520,4,WHITESTONE,01 ONE FAMILY DWELLINGS,1,4514,31,,A1,9-18 CLINTONVILLE STREET,,11357,1,0,1,"4,999","2,451",1935,1,A1,0,6/15/2022,40.7930458,-73.8133038
26522,4,WHITESTONE,01 ONE FAMILY DWELLINGS,1,4519,9,,A2,6-35 CLINTONVILLE STREET,,11357,1,0,1,"4,099","1,144",1950,1,A2,925000,9/12/2022,40.7958902,-73.8138303
26523,4,WHITESTONE,01 ONE FAMILY DWELLINGS,1,4522,3,,A2,8-19 CLINTONVILLE STREET,,11357,1,0,1,"4,250","1,318",1950,1,A2,850000,2/16/2022,40.793954,-73.8130881
26525,4,WHITESTONE,01 ONE FAMILY DWELLINGS,1,4525,41,,A1,151-60 7 AVENUE,,11357,1,0,1,"5,031","1,450",1945,1,A1,0,10/6/2022,40.7948074,-73.8112727
26526,4,WHITESTONE,01 ONE FAMILY DWELLINGS,1,4525,41,,A1,151-60 7 AVENUE,,11357,1,0,1,"5,031","1,450",1945,1,A1,1150000,8/8/2022,40.7948074,-73.8112727
26539,4,WHITESTONE,01 ONE FAMILY DWELLINGS,1,4540,141,,A2,152-64 12 ROAD,,11357,1,0,1,"4,815","1,118",1950,1,A2,0,12/27/2022,40.7906214,-73.8078213
26543,4,WHITESTONE,01 ONE FAMILY DWELLINGS,1,4541,35,,A1,14-11 152 STREET,,11357,1,0,1,"4,109","1,500",1910,1,A1,900000,6/17/2022,40.7893043,-73.8097029
26547,4,WHITESTONE,01 ONE FAMILY DWELLINGS,1,4625,97,,A1,15-27 PARSONS BOULEVARD,,11357,1,0,1,"5,039","1,300",1935,1,A1,960000,11/18/2022,40.7850658,-73.8212777
26550,4,WHITESTONE,01 ONE FAMILY DWELLINGS,1,4626,17,,A1,15-36 147 STREET,,11357,1,0,1,"2,950","1,580",1935,1,A1,790000,7/25/2022,40.7855284,-73.8187415
26557,4,WHITESTONE,01 ONE FAMILY DWELLINGS,1,4628,35,,A1,145-55 18 AVENUE,,11357,1,0,1,"4,999","1,446",1935,1,A1,1480000,9/19/2022,40.7833472,-73.8193035
26579,4,WHITESTONE,01 ONE FAMILY DWELLINGS,1,4655,44,,A2,147-30 20 ROAD,,11357,1,0,1,"3,324","1,551",1945,1,A2,1395000,8/22/2022,40.7806498,-73.8179856
26586,4,WHITESTONE,01 ONE FAMILY DWELLINGS,1,4665,33,,A2,16-12 150 STREET,,11357,1,0,1,"3,800","1,364",1950,1,A2,1070000,2/2/2022,40.7844944,-73.8140608
26588,4,WHITESTONE,01 ONE FAMILY DWELLINGS,1,4667,32,,A1,149-57 18 AVENUE,,11357,1,0,1,"4,000","1,448",1920,1,A1,999000,4/29/2022,40.7829691,-73.8145308
26599,4,WHITESTONE,01 ONE FAMILY DWELLINGS,1,4684,10,,A1,150-15 17 AVENUE,,11357,1,0,1,"2,399","1,536",1920,1,A1,950000,11/16/2022,40.7842981,-73.8131911
26604,4,WHITESTONE,01 ONE FAMILY DWELLINGS,1,4688,46,,A1,150-18 19 AVENUE,,11357,1,0,1,"3,999","1,332",1930,1,A1,990000,9/20/2022,40.7817266,-73.8133824
26607,4,WHITESTONE,01 ONE FAMILY DWELLINGS,1,4703,7,,A1,17-11 MURRAY STREET,,11357,1,0,1,"2,500","1,065",1920,1,A1,930000,3/17/2022,40.7834745,-73.8113951
26613,4,WHITESTONE,01 ONE FAMILY DWELLINGS,1,4709,5,,A0,21-11 MURRAY STREET,,11357,1,0,1,"4,299",813,1955,1,A0,740000,1/5/2023,40.779298,-73.8119702
26615,4,WHITESTONE,01 ONE FAMILY DWELLINGS,1,4710,28,,A2,151-37 WILLETS POINT BLVD,,11357,1,0,1,"4,837","1,118",1950,1,A2,10,5/14/2022,40.7780147,-73.8110314
26616,4,WHITESTONE,01 ONE FAMILY DWELLINGS,1,4733,22,,A5,19-08 CLINTONVILLE STREET,,11357,1,0,1,"1,653","1,224",1950,1,A5,841000,6/10/2022,40.7812035,-73.8074115
26618,4,WHITESTONE,01 ONE FAMILY DWELLINGS,1,4744,175,,A1,157-26 16 ROAD,,11357,1,0,1,"8,580","2,475",1950,1,A1,995000,12/23/2022,40.7840806,-73.8044783
26619,4,WHITESTONE,01 ONE FAMILY DWELLINGS,1,4747,28,,A2,17-46 FRANCIS LEWIS BLVD,,11357,1,0,1,"5,487","1,048",1955,1,A2,0,11/23/2022,40.7822221,-73.8042779
26624,4,WHITESTONE,01 ONE FAMILY DWELLINGS,1,4763,69,,A1,163-33 15 DRIVE,,11357,1,0,1,"4,399","1,439",1940,1,A1,0,9/29/2022,40.7853,-73.7985562
26631,4,WHITESTONE,01 ONE FAMILY DWELLINGS,1,5735,19,,A1,166-36 16 ROAD,,11357,1,0,1,"4,399","2,606",1960,1,A1,980000,10/19/2022,40.7831897,-73.795681
26636,4,WHITESTONE,02 TWO FAMILY DWELLINGS,1,4157,108,,B2,17-16 PARSONS BOULEVARD,,11357,2,0,2,"3,480","2,895",1980,1,B2,0,4/6/2022,40.7839848,-73.8215767
26637,4,WHITESTONE,02 TWO FAMILY DWELLINGS,1,4157,120,,B2,17-40 PARSONS BOULEVARD,,11357,2,0,2,"3,399","2,895",1980,1,B2,0,9/28/2022,40.7833317,-73.821676
26646,4,WHITESTONE,02 TWO FAMILY DWELLINGS,1,4472,51,,B3,148-02 3 AVENUE,,11357,2,0,2,"4,360","1,516",1945,1,B3,950000,12/8/2022,40.796697,-73.8206397
26652,4,WHITESTONE,02 TWO FAMILY DWELLINGS,1,4507,14,,B1,3-08 CRESTHAVEN LANE,,11357,2,0,2,"4,619","3,180",2000,1,B1,0,12/19/2022,40.7976555,-73.8175238
26653,4,WHITESTONE,02 TWO FAMILY DWELLINGS,1,4507,26,,B1,3-07 CRESTHAVEN LANE,,11357,2,0,2,"4,518","2,686",2001,1,B1,1530000,2/11/2022,40.797888,-73.8170103
26654,4,WHITESTONE,02 TWO FAMILY DWELLINGS,1,4507,34,,B1,3-35 CRESTHAVEN LANE,,11357,2,0,2,"5,869","2,686",2001,1,B1,0,9/9/2022,40.7973733,-73.8161341
26656,4,WHITESTONE,02 TWO FAMILY DWELLINGS,1,4515,33,,B3,10-12 CLINTONVILLE STREET,,11357,2,0,2,"2,525","1,310",1940,1,B3,1200000,2/10/2022,40.7925102,-73.813085
26658,4,WHITESTONE,02 TWO FAMILY DWELLINGS,1,4517,33,,B3,12-12 CLINTONVILLE STREET,,11357,2,0,2,"2,688","1,268",1920,1,B3,990000,8/23/2022,40.7908211,-73.8124071
26667,4,WHITESTONE,02 TWO FAMILY DWELLINGS,1,4639,80,,B2,22-25 RYAN STREET,,11357,2,0,2,"3,910","2,628",2012,1,B2,0,10/11/2022,40.7784548,-73.8202303
26673,4,WHITESTONE,02 TWO FAMILY DWELLINGS,1,4644,30,,B3,14-11 147 STREET,,11357,2,0,2,"5,188","1,354",1920,1,B3,0,5/17/2022,40.7873474,-73.8182743
26682,4,WHITESTONE,02 TWO FAMILY DWELLINGS,1,4658,20,,B3,147-30 23 AVENUE,,11357,2,0,2,"3,820","2,220",1950,1,B3,1588470,2/15/2022,40.7779852,-73.8183215
26683,4,WHITESTONE,02 TWO FAMILY DWELLINGS,1,4662,51,,B1,149-26 CROSS ISLAND PARKWAY,,11357,2,0,2,"2,742","2,208",1960,1,B1,975000,1/6/2023,40.7868897,-73.8151916
26685,4,WHITESTONE,02 TWO FAMILY DWELLINGS,1,4665,9,,B2,149-11 17TH AVENUE,,11357,2,0,2,"3,749","2,548",2021,1,B2,1965223,12/30/2022,40.7845195,-73.8159782
26686,4,WHITESTONE,02 TWO FAMILY DWELLINGS,1,4665,11,,B2,149-15 17TH AVENUE,,11357,2,0,2,"3,749","2,540",2021,1,B2,1965223,12/27/2022,40.7845083,-73.8158374
26698,4,WHITESTONE,02 TWO FAMILY DWELLINGS,1,4682,29,,B2,15-62 MURRAY STREET,,11357,2,0,2,"4,933","2,300",1960,1,B2,1580000,12/28/2022,40.7854116,-73.8126066
26699,4,WHITESTONE,02 TWO FAMILY DWELLINGS,1,4682,33,,B2,15-70 MURRAY STREET,,11357,2,0,2,"4,654","2,300",1960,1,B2,1425000,11/10/2022,40.7852248,-73.812524
26700,4,WHITESTONE,02 TWO FAMILY DWELLINGS,1,4683,71,,B2,15-57 MURRAY STREET,,11357,2,0,2,"3,480","2,244",1960,1,B2,0,2/18/2022,40.785674,-73.8119667
26709,4,WHITESTONE,02 TWO FAMILY DWELLINGS,1,4693,2,,B3,23-05 150 STREET,,11357,2,0,2,"1,223","1,400",1945,1,B3,980000,1/27/2023,40.7776689,-73.8144662
26729,4,WHITESTONE,02 TWO FAMILY DWELLINGS,1,4746,68,,B2,17-17 FRANCIS LEWIS BLVD,,11357,2,0,2,"5,198","1,600",1950,1,B2,1299000,8/3/2022,40.7830752,-73.8039829
26732,4,WHITESTONE,02 TWO FAMILY DWELLINGS,1,4758,126,,B1,160-35 WILLETS POINT BLVD,,11357,2,0,2,"2,799","2,016",1950,1,B1,0,12/8/2022,40.7812845,-73.8017314
26734,4,WHITESTONE,02 TWO FAMILY DWELLINGS,1,5735,51,,B2,166-39 17 AVENUE,,11357,2,0,2,"4,000","2,550",1980,1,B2,0,3/10/2022,40.7828984,-73.7954797
26738,4,WHITESTONE,03 THREE FAMILY DWELLINGS,1,4249,24,,C0,23-11 143 STREET,,11357,3,0,3,"3,200","2,836",1975,1,C0,0,9/22/2022,40.7782297,-73.8255531
26768,4,WHITESTONE,06 TAX CLASS 1 - OTHER,1,4659,93,,G0,147-07A WILLETS POINT BLVD,,11357,0,0,0,371,0,,1,G0,0,4/8/2022,40.7770031,-73.8186311
